"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007059","GO:0007059","chromosome segregation","139/3308","434/18860",0.320276497695853,1.82600203946305,8.02896210008193,8.91783049357407e-14,3.96375906417466e-10,3.50212192450604e-10,"ABRAXAS1/ACTB/AKAP8/ANAPC1/ANAPC11/ANAPC2/ANAPC7/ANKRD31/APC/ARHGEF10/ARID1B/ATM/AURKA/BAG6/BCCIP/BCL7A/BCL7B/BUB3/CCDC86/CCNB1/CCNE2/CDC42/CDC6/CDK1/CDT1/CENPF/CENPN/CENPO/CENPT/CENPU/CEP192/CEP63/CHFR/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/CSNK2A2/DDX3X/DPF2/DSN1/DYNC1H1/EHMT2/EML4/ERCC2/FBXO5/GEN1/GPSM2/HASPIN/HAUS3/HAUS6/HNRNPU/HORMAD1/KASH5/KIF11/KIF2A/KLHL22/KNL1/M1AP/MAD1L1/MAD2L1/MAEL/MAJIN/MAPRE2/MAPRE3/MCMDC2/MIS12/MIS18A/MLH1/MLH3/MMS19/MSH4/MSH5/MYBL2/NCAPD3/NCAPH/NDEL1/NEK6/NSMCE2/NTMT1/NUMA1/NUP62/PLSCR1/PPP2R2D/PRDM9/PUM2/RAB24/RAD18/RAD21/RAN/RCC1/RCC2/RECQL5/RHOA/RIOK2/RMDN1/RNF212/RNF4/SEH1L/SIRT7/SKA1/SKA3/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD3/SMC4/SMC5/SMC6/SPATA22/SPC24/SPDL1/SPICE1/SPO11/SRPK1/STAG1/STAG2/STAG3/SYCE1/TENT4A/TEX15/TLK1/TOP1/TUBB/TUBB8/TUBG1/TUBG2/TUBGCP3/TUBGCP4/UBE2I/UHRF1/VPS4B/WAPL/ZCWPW1/ZWINT",139
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","145/3308","461/18860",0.314533622559653,1.7932600125378,7.95275992583584,1.29682940100594e-13,3.96375906417466e-10,3.50212192450604e-10,"ABRAXAS1/ACTB/ACVR1B/AKT1/ANAPC1/ANAPC11/ANAPC2/ANAPC7/ANLN/APC/APPL2/ARID1B/ATM/AURKA/BABAM2/BCL7A/BCL7B/BID/BRD4/BRSK1/BUB3/CACNB4/CACUL1/CALM3/CCNB1/CCND1/CCND3/CCNE2/CCNF/CCNH/CCNI/CCNJL/CCNP/CDC14A/CDC14B/CDC25B/CDC25C/CDC34/CDC6/CDC7/CDC73/CDK1/CDK10/CDK2AP2/CDKN2A/CDKN2C/CENPF/CHFR/CHMP2A/CHMP7/CKS2/CLASP1/CPSF3/CUL2/DACT1/DDX3X/DNM2/DPF2/DTL/EIF4EBP1/ERCC2/EZH2/FBXL15/FBXO31/FBXO5/FBXO7/FHL1/FOXO4/FZR1/GEN1/GSPT1/HASPIN/ID2/INHBA/INTS3/KANK2/KCNH5/KDM8/KHDRBS1/KLHL22/KNL1/MAD1L1/MAD2L1/MARK3/MEPCE/MRNIP/MYB/NABP2/NAE1/NEK6/NEUROG1/NFIB/NSMCE2/PABIR1/PIAS1/PKD1/PKD2/PKMYT1/PLK3/PLRG1/POLE/PPM1D/PPME1/PPP2CA/PPP2R2D/PPP6C/PRKDC/PRMT2/RAD21/RBBP8/RBL2/RBX1/RCC1/RCC2/RIOK2/SENP2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SMC5/SPAST/SPC24/SPDL1/TAOK1/TAOK2/TFDP1/TMEM14B/TMOD3/TPRA1/TRIAP1/TRIM39/UBE2E2/UBE2S/UIMC1/USP37/USP38/VPS4B/WAC/WNT10B/ZFP36L1/ZFYVE19/ZWINT",145
"GO:0006302","GO:0006302","double-strand break repair","109/3308","334/18860",0.326347305389222,1.86061371815016,7.3187957109106,1.17571044555828e-11,2.35827376120841e-08,2.08361863307022e-08,"ABRAXAS1/ACTB/ACTR8/AP5S1/APLF/ARID1B/ATM/BABAM2/BCL7A/BCL7B/BRME1/C1QBP/CDC45/CDC7/CHD4/CSNK2A2/DDX11/DEK/DNA2/DPF2/DYRK1A/EPC1/EPC2/ERCC4/ERCC6/FAN1/FIGNL1/FUS/GEN1/H2AX/HMGA2/HSF1/HTATSF1/INTS3/KASH5/KDM2A/LIG3/LIG4/MAJIN/MBTD1/MCM2/MCM4/MCM6/MCMDC2/MEAF6/MLH1/MMS22L/MORF4L1/MRGBP/MRNIP/NABP2/NHEJ1/NSMCE2/NSMCE3/NSMCE4A/OGG1/PALB2/PARP1/PARP2/PARP3/PIAS1/PIAS4/PML/POLA1/POLN/PPP4R2/PPP5C/PRDM9/PRKDC/RAD21/RAD51AP1/RAD54B/RBBP8/RECQL4/RECQL5/REV3L/RMI1/RNF126/RPA1/RTEL1/SAMHD1/SENP3/SETMAR/SFR1/SHLD2/SIRT6/SLX4/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SMC5/SMC6/SMCHD1/SPIRE2/SPO11/TDP1/TDP2/TENT4A/TEX15/TWIST1/UHRF1/UIMC1/XRCC1/XRCC2/YEATS4/YY1/ZCWPW1/ZGRF1",109
"GO:0098813","GO:0098813","nuclear chromosome segregation","106/3308","323/18860",0.328173374613003,1.8710247415965,7.28217287239526,1.5431204064835e-11,2.35827376120841e-08,2.08361863307022e-08,"ABRAXAS1/ACTB/AKAP8/ANAPC1/ANAPC11/ANAPC2/ANAPC7/ANKRD31/APC/ARHGEF10/ARID1B/ATM/AURKA/BAG6/BCCIP/BCL7A/BCL7B/BUB3/CCNB1/CCNE2/CDC42/CDC6/CDK1/CDT1/CENPF/CEP192/CHFR/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/DPF2/DSN1/DYNC1H1/EHMT2/EML4/FBXO5/GEN1/HASPIN/HNRNPU/HORMAD1/KASH5/KIF11/KIF2A/KLHL22/KNL1/M1AP/MAD1L1/MAD2L1/MAEL/MAJIN/MCMDC2/MIS12/MLH1/MLH3/MSH4/MSH5/MYBL2/NCAPD3/NCAPH/NEK6/NSMCE2/NUMA1/NUP62/PRDM9/RAB24/RAD21/RAN/RCC1/RCC2/RHOA/RIOK2/RMDN1/RNF212/SEH1L/SIRT7/SKA1/SKA3/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD3/SMC4/SPATA22/SPC24/SPDL1/SPICE1/SPO11/STAG1/STAG2/STAG3/SYCE1/TENT4A/TEX15/TUBB8/TUBG1/TUBG2/UHRF1/VPS4B/WAPL/ZCWPW1/ZWINT",106
"GO:0000280","GO:0000280","nuclear division","135/3308","453/18860",0.298013245033113,1.69907188673655,6.94589780147783,6.42974814832044e-11,7.86101008613656e-08,6.94548163137519e-08,"ABRAXAS1/AKAP8/ANAPC11/ANAPC7/ANKRD31/ANLN/APC/ARHGEF10/ASZ1/ATM/AURKA/BAG6/BCCIP/BMP7/BRME1/BROX/BUB3/CCDC86/CCNB1/CCNE2/CDC14A/CDC14B/CDC25B/CDC25C/CDC42/CDK1/CDT1/CENPF/CEP192/CHFR/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CKS2/CLASP1/DAPK3/DMRT1/EHMT2/EML4/ERCC4/FANCA/FBXO5/FBXW5/FIGNL1/FZR1/GEN1/HASPIN/HNRNPU/HORMAD1/HSF1/IGF2/ING2/KASH5/KCTD19/KIF11/KIF2A/KLHL22/KNL1/L3MBTL1/M1AP/MAD1L1/MAD2L1/MAEL/MAJIN/MCMDC2/MEI1/MEIOSIN/MIS12/MLH1/MLH3/MOV10L1/MSH4/MSH5/MYBL2/NCAPD3/NCAPH/NDEL1/NEUROG1/NFIB/NSMCE2/NUMA1/NUP62/PKMYT1/PPP2R2D/PRDM9/PSMA8/RAB24/RAD21/RAD51AP1/RAD54B/RAN/RANBP1/RCC1/RHOA/RMDN1/RMI1/RNF212/RPL10L/SEH1L/SIRT7/SKA1/SKA3/SLC25A31/SLX4/SMARCA5/SMC4/SPAST/SPATA22/SPC24/SPDL1/SPICE1/SPIRE2/SPO11/STAG1/STAG2/STAG3/SYCE1/TENT4A/TEX15/TOP6BL/TUBB8/TUBG1/TUBG2/UBB/UBE2I/UBE2S/UHRF1/VPS4B/WAPL/ZCWPW1/ZNF541/ZWINT",135
"GO:0033044","GO:0033044","regulation of chromosome organization","82/3308","244/18860",0.336065573770492,1.91602077427795,6.6421091485933,8.47977442163845e-10,8.55396307197194e-07,7.55773020780356e-07,"ACD/ACTB/ACTR8/ANAPC1/ANAPC11/ANAPC2/ANAPC7/APC/ARID1B/ATM/BCL7A/BCL7B/BUB3/CCNB1/CCT3/CCT5/CDC6/CDK1/CENPF/CHFR/DDX11/DKC1/DPF2/ERCC4/FBXO5/GEN1/HASPIN/HNRNPA1/HNRNPU/HSP90AA1/INO80C/INO80E/KLHL22/KNL1/LIG4/MAD1L1/MAD2L1/MAP2K7/MAPT/NABP2/NAT10/NCAPD3/NCAPH/NEK6/NSMCE2/NSMCE3/NSMCE4A/NUMA1/PARN/PARP1/PARP3/PKIB/PML/PPP1R10/PTGES3/RAD21/RIOK2/RNF4/RTEL1/SETMAR/SIRT6/SKA1/SKA3/SLX4/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD3/SMC4/SMC5/SMC6/SMG6/SPC24/SPDL1/TNKS2/UPF1/WAPL/XRCC1/YLPM1/YY1/ZWINT",82
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","109/3308","357/18860",0.305322128851541,1.74074224611247,6.5167206500641,9.79514829115059e-10,8.55396307197194e-07,7.55773020780356e-07,"ABRAXAS1/ACTB/AKT1/ANAPC11/ANAPC7/ANLN/APC/APPL2/ARID1B/ATM/AURKA/BABAM2/BCL7A/BCL7B/BID/BRD4/BRSK1/BUB3/CACNB4/CCNB1/CCND1/CCND3/CCNE2/CCNH/CDC14A/CDC14B/CDC25B/CDC25C/CDC6/CDC7/CDC73/CDK1/CDK10/CDK2AP2/CDKN2A/CDKN2C/CENPF/CHFR/CPSF3/DACT1/DDX3X/DPF2/DTL/ERCC2/EZH2/FBXO31/FBXO5/FBXO7/FHL1/FOXO4/FZR1/GEN1/HASPIN/ID2/INHBA/INTS3/KANK2/KCNH5/KLHL22/KNL1/MAD1L1/MAD2L1/MARK3/MEPCE/MRNIP/NABP2/NAE1/NEK6/NEUROG1/NSMCE2/PABIR1/PKD1/PKD2/PKMYT1/PLK3/PLRG1/PPP2CA/PRKDC/PRMT2/RAD21/RBBP8/RBL2/RCC2/RIOK2/SENP2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/TAOK1/TAOK2/TFDP1/TMEM14B/TMOD3/TPRA1/TRIAP1/TRIM39/UBE2E2/UIMC1/VPS4B/WAC/WNT10B/ZFP36L1/ZFYVE19/ZWINT",109
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","134/3308","468/18860",0.286324786324786,1.63243212517699,6.38956550252891,1.39429611563563e-09,1.06541651936007e-06,9.41333338069263e-07,"ABRAXAS1/ACTB/AKT1/ANAPC11/ANAPC7/ANLN/APBB2/APC/APPL2/ARID1B/ATM/AURKA/BABAM2/BCL7A/BCL7B/BID/BRD4/BRSK1/BUB3/CACNB4/CAMSAP3/CCNB1/CCND1/CCND3/CCNE2/CCNH/CCNQ/CDC14A/CDC14B/CDC25B/CDC25C/CDC45/CDC5L/CDC6/CDC7/CDC73/CDK1/CDK10/CDK16/CDK17/CDK2AP2/CDKN2A/CDKN2C/CDT1/CENPF/CEP63/CHFR/CLOCK/CPSF3/CRY1/DACT1/DDX3X/DNA2/DPF2/DTL/ERCC2/ERCC6/EZH2/FBXO31/FBXO5/FBXO7/FHL1/FOXO4/FZR1/GEN1/GNB1L/H2AX/HASPIN/HORMAD1/ID2/INHBA/INTS3/INTS7/KANK2/KCNH5/KLHL22/KNL1/MAD1L1/MAD2L1/MARK3/MEPCE/MRNIP/NABP2/NAE1/NEK6/NEUROG1/NPM1/NSMCE2/NSUN2/PABIR1/PAXIP1/PKD1/PKD2/PKMYT1/PLK3/PLRG1/PPP1R10/PPP2CA/PRKDC/PRMT2/RAD21/RAD9A/RASSF1/RBBP8/RBL2/RCC2/RIOK2/SENP2/SETMAR/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/TAOK1/TAOK2/TELO2/TFDP1/TMEM14B/TMOD3/TPRA1/TRIAP1/TRIM39/UBE2E2/UIMC1/VPS4B/WAC/WNT10B/ZFP36L1/ZFYVE19/ZWINT",134
"GO:0007098","GO:0007098","centrosome cycle","57/3308","150/18860",0.38,2.16650544135429,6.61522258511804,2.03810614607592e-09,1.38432698566245e-06,1.2231020626334e-06,"ARHGEF10/AURKA/BNIP2/BRSK1/C2CD3/CCDC102B/CCNF/CDK1/CDK11A/CDK11B/CEP120/CEP192/CEP250/CEP295/CEP44/CEP63/CEP72/CHD3/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHORDC1/CNTLN/CNTROB/DCTN1/DEUP1/DNM2/FBXW5/GADD45A/GEN1/HAUS3/HAUS6/KIF11/KIF3A/MDM1/NAT10/NDEL1/NPM1/NUBP1/NUP62/PARD6B/PARD6G/PDCD6IP/PKD2/PLK4/POC1A/PPP1R12A/RANBP1/RBM14/SLC16A1/SPICE1/SSX2IP/TRIM37/VPS4B/XRCC2",57
"GO:0008380","GO:0008380","RNA splicing","137/3308","490/18860",0.279591836734694,1.59404535695778,6.1448604510172,4.90042567176081e-09,2.99563021314738e-06,2.64674569703208e-06,"AKAP17A/ALYREF/ARMC7/ATXN7L3/C1QBP/CDC5L/CDK11A/CDK11B/CELF4/CIRBP/CLASRP/CLK1/CRIPT/DAZAP1/DCPS/DDX39A/DDX39B/DDX42/DHX15/DHX8/DHX9/DYRK1A/ESS2/FAM98A/FMR1/FUS/GEMIN2/GEMIN4/GPATCH8/HNRNPA1/HNRNPA3/HNRNPF/HNRNPH1/HNRNPH2/HNRNPH3/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HTATSF1/ILF3/IWS1/KHDRBS1/KHDRBS3/KHSRP/LARP7/LSM1/LSM2/LSM4/LSM7/LSM8/LUC7L/MBNL1/MPHOSPH10/NCL/NOVA1/NPM1/PABPC1/PAXBP1/PLRG1/PPP4R2/PRPF40A/PRPF6/PTBP1/PTBP2/PTBP3/QKI/RBFOX1/RBM12/RBM12B/RBM14/RBM17/RBM19/RBM23/RBM42/RBMX2/RNPS1/RNU6ATAC/RRP1B/RSRP1/RTCB/SAP18/SART1/SCAF1/SCAF11/SF1/SF3A2/SF3B1/SNRNP25/SNRNP70/SNRPD2/SNRPN/SNW1/SREK1/SRPK1/SRPK2/SRRM2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF5/SRSF6/SRSF9/STRAP/SUGP2/SUPT3H/SYNCRIP/TADA2B/TAF12/TAF12-DT/THOC3/THOC6/TIA1/TMBIM6/TRA2A/TSEN15/TSEN2/TSEN34/TSEN54/TSSC4/TXNL4A/TXNL4B/U2AF1L4/U2AF2/UBL5/UPF1/USP39/YBX1/YJU2B/YTHDC1/ZC3H14/ZMAT2/ZMAT5/ZNF638/ZRSR2",137
"GO:0050684","GO:0050684","regulation of mRNA processing","53/3308","139/18860",0.381294964028777,2.17388845876141,6.4064681033388,6.4489511569237e-09,3.26469508230918e-06,2.88447406602468e-06,"ALKBH5/C1QBP/CCNB1/CDC73/CDK11A/CDK11B/CELF4/CIRBP/DAZAP1/DHX9/DYRK1A/FMR1/HDAC7/HNRNPA1/HNRNPK/HNRNPL/HNRNPU/IWS1/KHDRBS1/KHDRBS3/LARP7/NCL/NOVA1/NPM1/PTBP1/QKI/RBFOX1/RBM14/RBM19/RBM23/RBM42/RNPS1/SAFB/SAFB2/SAP18/SLTM/SNRNP70/SNW1/SRPK1/SRPK2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF5/SRSF6/SRSF9/TIA1/TRA2A/U2AF2/UPF1/YTHDC1/ZFP36L1",53
"GO:0000725","GO:0000725","recombinational repair","69/3308","201/18860",0.343283582089552,1.95717302243318,6.29206576075818,6.72306386777444e-09,3.26469508230918e-06,2.88447406602468e-06,"ACTB/AP5S1/ATM/C1QBP/CDC45/CDC7/CHD4/CTBP1-DT/DYRK1A/EPC1/EPC2/ERCC4/ERCC6/FAN1/FIGNL1/FUS/GEN1/H2AX/HTATSF1/INTS3/KASH5/LIG3/MBTD1/MCM2/MCM4/MCM6/MCMDC2/MEAF6/MMS22L/MORF4L1/MRGBP/MRNIP/NABP2/NSMCE2/NSMCE3/NSMCE4A/PALB2/PARP1/PIAS1/PIAS4/POLN/PPP4R2/PRKDC/RAD21/RAD51AP1/RAD54B/RBBP8/RECQL4/RECQL5/REV3L/RMI1/RNF126/RPA1/RTEL1/SAMHD1/SENP3/SFR1/SHLD2/SIRT6/SLX4/SMC5/SMC6/SMCHD1/TEX15/UHRF1/XRCC2/YEATS4/YY1/ZGRF1",69
"GO:0006354","GO:0006354","DNA-templated transcription elongation","54/3308","143/18860",0.377622377622378,2.15294983130533,6.38277103530698,6.94275087027963e-09,3.26469508230918e-06,2.88447406602468e-06,"ARMC5/BRD4/CCNK/CCNT2/CDC73/CTR9/EAPP/ELOB/ELOF1/ERCC2/ERCC6/EZH2/GTF2F1/GTF2F2/GTF2H5/HMGN1/HNRNPU/INTS11/INTS13/INTS2/INTS3/INTS7/IWS1/KAT7/LARP7/LDB1/MED11/MED15/MED18/MED20/MED25/MED26/MED28/MED4/NELFA/NELFB/NELFCD/NELFE/PARP1/PCID2/POLR2E/POLR2I/PPP1R10/PPP2CA/RBX1/RECQL5/RTF1/SETD5/SIRT6/SUPT4H1/SUPT5H/TCEA2/VHL/WDR43",54
"GO:0031023","GO:0031023","microtubule organizing center organization","59/3308","163/18860",0.361963190184049,2.06367163448342,6.29019882165915,9.04552924573615e-09,3.94966573422751e-06,3.48966996690768e-06,"ARHGEF10/AURKA/BNIP2/BRSK1/C2CD3/CCDC102B/CCNF/CDK1/CDK11A/CDK11B/CEP120/CEP192/CEP250/CEP295/CEP44/CEP63/CEP72/CHD3/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHORDC1/CLASP1/CNTLN/CNTROB/DCTN1/DEUP1/DNM2/FBXW5/GADD45A/GEN1/HAUS3/HAUS6/KIF11/KIF3A/MDM1/NAT10/NDEL1/NPM1/NUBP1/NUP62/PAFAH1B1/PARD6B/PARD6G/PDCD6IP/PKD2/PLK4/POC1A/PPP1R12A/RANBP1/RBM14/SLC16A1/SPICE1/SSX2IP/TRIM37/VPS4B/XRCC2",59
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","67/3308","195/18860",0.343589743589744,1.95891855021238,6.20774666910035,1.06247765770868e-08,4.23067034634189e-06,3.7379475228943e-06,"ACTB/AP5S1/ATM/C1QBP/CDC45/CDC7/CHD4/DYRK1A/EPC1/EPC2/ERCC4/ERCC6/FAN1/FIGNL1/FUS/GEN1/H2AX/HTATSF1/INTS3/KASH5/LIG3/MBTD1/MCM2/MCM4/MCM6/MCMDC2/MEAF6/MMS22L/MORF4L1/MRGBP/MRNIP/NABP2/NSMCE2/NSMCE3/NSMCE4A/PALB2/PARP1/PIAS1/PIAS4/POLN/PPP4R2/PRKDC/RAD21/RAD51AP1/RAD54B/RBBP8/RECQL4/RECQL5/REV3L/RMI1/RNF126/RPA1/RTEL1/SAMHD1/SENP3/SFR1/SHLD2/SIRT6/SLX4/SMC5/SMC6/SMCHD1/TEX15/UHRF1/XRCC2/YEATS4/YY1",67
"GO:0010639","GO:0010639","negative regulation of organelle organization","108/3308","367/18860",0.294277929155313,1.67777561785647,6.0473380382022,1.10732415412188e-08,4.23067034634189e-06,3.7379475228943e-06,"ACD/AKT1/ANKRD27/APC/APC2/ARAP1/ARHGAP28/ARHGEF18/ATM/BBOF1/BMP7/BNIP3/BUB3/CAPG/CAPZA1/CAPZA2/CARMIL2/CCDC88C/CCNB1/CCNF/CDK10/CENPF/CFL1/CKAP2/CLASP1/CLIP3/CTNNA2/CYRIB/DMRT1/DYRK1A/EHMT2/EML2/ERCC4/FBXO5/FEZ1/FKBP4/GEN1/HASPIN/HDGFL3/HNRNPA1/HNRNPU/HORMAD1/INPP5K/KANK1/KANK2/KANK3/KLHL22/KNL1/MAD1L1/MAD2L1/MAPT/MDM1/MPHOSPH9/MTPN/NAT10/NPM1/NUBP1/OMA1/OPA1/PARP1/PARP3/PFN1/PHF23/PINK1/PML/PPARG/PRELID1/PRKN/RAD21/RBM14/RHPN1/RTEL1/SETMAR/SKA1/SKA3/SLC25A31/SLC25A4/SLC35F6/SLX4/SMAD4/SMARCA5/SMG6/SPC24/SPDL1/SPECC1L/SPTAN1/SPTBN1/SPTBN2/SPTBN4/SSH1/SSH2/SVIL/TAOK1/TBC1D7/TFRC/TMEM14A/TMOD3/TNKS2/TRIAP1/TRIM32/TRIM37/TTBK2/TWF2/USP10/WAPL/WDR44/XRCC1/ZWINT",108
"GO:0051052","GO:0051052","regulation of DNA metabolic process","137/3308","497/18860",0.275653923541247,1.57159401390203,5.95583977940526,1.29200418772854e-08,4.50919694064836e-06,3.98403566212932e-06,"ABRAXAS1/ACD/ACTB/ACTR8/AKT1/ANKRD31/APLF/ARID1B/ATM/ATXN7L3/BABAM2/BCL7A/BCL7B/C1QBP/CAMSAP3/CCT3/CCT5/CDC6/CDC7/CDK1/CDT1/CHRAC1/CHTF18/CHTF8/DDX11/DEK/DFFB/DHX9/DKC1/DNA2/DPF2/DYNLL1/EHMT2/ENDOG/EPC1/EPC2/ERCC2/ERCC4/ERCC6/ESCO1/FBXO5/FIGNL1/FUS/GMNN/H1-2/H2AX/HMGA2/HNRNPA1/HNRNPU/HSF1/HSP90AA1/ING5/INO80C/INO80E/KAT7/KCTD13/LIG3/MAP2K7/MBTD1/MCM2/MCM4/MCM6/MEAF6/MLH1/MORF4L1/MRGBP/MRNIP/NABP2/NAT10/NSMCE2/NSMCE3/NSMCE4A/OGG1/PARN/PARP1/PARP3/PAXIP1/PCNA/PIAS4/PKIB/PML/PMS2/POLG2/POLH/PPP1R10/PPP4R2/PRDM9/PRKDC/PTGES3/RAD51AP1/RECQL5/RFC3/RNF126/RTEL1/SENP2/SENP3/SETMAR/SHLD2/SIRT6/SIRT7/SLX4/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD3/SMC5/SMC6/SMCHD1/SMG6/SPIRE2/SUPT3H/SUV39H1/TADA2B/TAF12/TAF4/TAF6/TAF7/TEX15/TFDP1/TFRC/TIGAR/TNKS2/TRIM28/TWIST1/UBE2V1/UIMC1/UPF1/USP1/USP37/WAPL/WRNIP1/XRCC1/YEATS4/YLPM1/YY1/ZCWPW1",137
"GO:0051983","GO:0051983","regulation of chromosome segregation","51/3308","134/18860",0.380597014925373,2.16990922052374,6.26802919148307,1.32775306611599e-08,4.50919694064836e-06,3.98403566212932e-06,"ACTB/ANAPC1/ANAPC11/ANAPC2/ANAPC7/APC/ARID1B/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CDK1/CENPF/CHFR/CSNK2A2/DPF2/FBXO5/GEN1/HASPIN/HNRNPU/HORMAD1/KLHL22/KNL1/MAD1L1/MAD2L1/NCAPD3/NCAPH/NEK6/NSMCE2/NUMA1/PLSCR1/PPP2R2D/PUM2/RAD18/RAD21/RCC2/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SMC4/SMC5/SMC6/SPC24/SPDL1/ZWINT",51
"GO:0000819","GO:0000819","sister chromatid segregation","76/3308","233/18860",0.32618025751073,1.85966132305089,6.08951701101146,1.51608525671148e-08,4.87780482856699e-06,4.3097138239261e-06,"ABRAXAS1/ACTB/AKAP8/ANAPC1/ANAPC11/ANAPC2/ANAPC7/APC/ARHGEF10/ARID1B/ATM/BCCIP/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CDK1/CDT1/CENPF/CEP192/CHFR/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/DPF2/EML4/FBXO5/GEN1/HASPIN/HNRNPU/KIF11/KIF2A/KLHL22/KNL1/MAD1L1/MAD2L1/MIS12/MYBL2/NCAPD3/NCAPH/NEK6/NSMCE2/NUMA1/NUP62/RAD21/RAN/RCC1/RHOA/RIOK2/RMDN1/SEH1L/SKA1/SKA3/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD3/SMC4/SPC24/SPDL1/SPICE1/STAG1/STAG2/TENT4A/TUBG1/TUBG2/UHRF1/VPS4B/WAPL/ZWINT",76
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","67/3308","197/18860",0.34010152284264,1.93903105224068,6.11042328326172,1.6871852433464e-08,5.15688169628827e-06,4.55628814926862e-06,"BAP1/BEND3/CBX1/CBX5/CDKN2B-AS1/CTR9/DNMT1/DYRK1A/EED/EHMT1/EHMT2/EPC1/EZH1/EZH2/H1-2/H2AC11/H2AC12/H2AC13/H2AC15/H2AC17/H2AC18/H2AC19/H2AC20/H2AC25/H2AC6/H2AC8/H2AX/HDAC4/HDAC5/HMGA2/HNRNPK/HNRNPU/ING2/JARID2/L3MBTL1/LHX2/MAEL/MBD1/MBD3/MCRIP1/MECP2/MIS18A/MORC1/MOV10L1/PARTICL/PCGF3/PCID2/PPM1D/SIRT6/SIRT7/SMARCA4/SMARCA5/SMCHD1/SPEN/SPIN1/SPTY2D1/SUV39H1/SUV39H2/TASOR2/TDRD5/TEX15/TRIM28/TRIM37/UHRF1/UHRF2/YTHDC1/ZNF445",67
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","135/3308","496/18860",0.272177419354839,1.5517733159106,5.74337068323025,3.79734408816678e-08,1.10538878147445e-05,9.76650251447808e-06,"AATF/ADAR/AFG2B/AGO1/ATM/BOP1/BYSL/C1QBP/CDKN2A/CELF4/CHD7/DDX10/DDX39B/DDX3X/DDX42/DDX51/DDX52/DHX9/DICER1/DKC1/EIF2A/EIF2D/EIF2S2/EIF2S3/EIF3A/EIF3B/EIF3K/EIF4H/EIF5B/ERCC2/ESF1/EXOSC1/EXOSC2/EXOSC5/EXOSC8/FASTKD2/FBL/FTSJ3/GEMIN2/GEMIN4/GTF2H5/GTF3A/HEATR1/HEATR3/HSP90AA1/HTATSF1/KRI1/LSM2/LSM4/LTO1/LUC7L/LYAR/MAK16/MPHOSPH10/MPHOSPH6/MTERF4/MTG1/MYBBP1A/MYG1/NAT10/NOA1/NOB1/NOL7/NOLC1/NOP56/NPM1/POP4/POP7/PPAN/PRKDC/PRPF6/PTBP2/PTGES3/PWP1/PWP2/RAN/RBFA/RBMX2/RIOK2/RNU6ATAC/RPL10L/RPL13A/RPL26L1/RPL5/RPLP0/RPP38/RPP40/RPS15/RPS16/RPS23/RPS5/RPS9/RPSA2/RPUSD1/RRP1/RRP1B/RRP7A/RRP7BP/RRP9/RSRP1/SART1/SCAF11/SF1/SF3A2/SF3B1/SIRT7/SNRPD2/SRPK1/SRPK2/SRSF1/SRSF10/SRSF12/SRSF5/SRSF6/SRSF9/STRAP/SUV39H1/TAF12-DT/TFB1M/TSR3/TSSC4/TXNL4A/U2AF2/URB2/USP36/USP39/UTP18/UTP20/UTP4/WDR12/WDR18/WDR43/YTHDC1/YTHDF2/ZRSR2",135
